"IdClient","GroupeClient","NomClient","CategorieNomClient","ContactPrincipal","Telephone","SiteWeb","MethodeLivraison","VilleEtat"
"460","Jouets à bout d'aile","Wingtip Toys (Mayhill, Nouveau-Mexique)","Boutique de nouveautés","Daniela Dumina","(505) 555-0100","http://www.wingtiptoys.com/Mayhill","Voiture de livraison","Mayhill (Nouveau Mexique)"
"461","Jouets à bout d'aile","Jouets à bout d'aile (Vair, Texas)","Boutique de nouveautés","Ganesh Mukherjee","(210) 555-0100","http://www.wingtiptoys.com/Vair","Voiture de livraison","Vair (Texas)"
"462","Jouets à bout d'aile","Jouets Wingtip (Crossroads, Nouveau-Mexique)","Boutique de nouveautés","Avanti Nishad","(505) 555-0100","http://www.wingtiptoys.com/Crossroads","Voiture de livraison","Crossroads (Nouveau Mexique)"
"463","Jouets à bout d'aile","Jouets à bout d'aile (Cowlington, OK)","Boutique de nouveautés","Daedeepya Thota","(405) 555-0100","http://www.wingtiptoys.com/Cowlington","Voiture de livraison","Cowlington (Oklahoma)"
"464","Jouets à bout d'aile","Jouets à bout d'aile (Glen Ullin, ND)","Boutique de nouveautés","Gabriela Chirila","(701) 555-0100","http://www.wingtiptoys.com/GlenUllin","Voiture de livraison","Glen Ullin (Dakota du Nord)"
"465","Jouets à bout d'aile","Jouets à bout d'aile (Oologah, OK)","Boutique de nouveautés","Nagur Atluri","(405) 555-0100","http://www.wingtiptoys.com/Oologah","Voiture de livraison","Oologah (Oklahoma)"
"466","Jouets à bout d'aile","Jouets Wingtip (Lytle, Texas)","Boutique de nouveautés","Sintja Buecek","(210) 555-0100","http://www.wingtiptoys.com/Lytle","Voiture de livraison","Lytle (Texas)"
"467","Jouets à bout d'aile","Jouets à bout d'aile (Mahaffey, Pennsylvanie)","Boutique de nouveautés","Pongrit Srisati","(215) 555-0100","http://www.wingtiptoys.com/Mahaffey","Voiture de livraison","Mahaffey (Pennsylvanie)"
"468","Jouets à bout d'aile","Jouets Wingtip (Sunburg, Minnesota)","Boutique de nouveautés","Linda Vert","(218) 555-0100","http://www.wingtiptoys.com/Sunburg","Voiture de livraison","Sunburg (Minnesota)"
"469","Jouets à bout d'aile","Jouets à bout d'aile (Johnetta, KY)","Boutique de nouveautés","Sarmis Skujins","(270) 555-0100","http://www.wingtiptoys.com/Johnetta","Voiture de livraison","Johnetta (Kentucky)"
"470","Jouets à bout d'aile","Jouets Wingtip (Universal City, Texas)","Boutique de nouveautés","Libuse Srbova","(210) 555-0100","http://www.wingtiptoys.com/UniversalCity","Voiture de livraison","Ville universelle (Texas)"
"471","Jouets à bout d'aile","Jouets Wingtip (Ridgemark, Californie)","Boutique de nouveautés","Viktorie Stejskalova","(209) 555-0100","http://www.wingtiptoys.com/Ridgemark","Voiture de livraison","Ridgemark (Californie)"
"472","Jouets à bout d'aile","Jouets Wingtip (San Jacinto, Californie)","Boutique de nouveautés","Slavko Pavlović","(209) 555-0100","http://www.wingtiptoys.com/SanJacinto","Voiture de livraison","San Jacinto (Californie)"
"473","Jouets à bout d'aile","Jouets Wingtip (Floriston, Californie)","Boutique de nouveautés","Doru Munteanu","(209) 555-0100","http://www.wingtiptoys.com/Floriston","Voiture de livraison","Floriston (Californie)"
"474","Jouets à bout d'aile","Jouets à bout d'aile (Bokeelia, FL)","Boutique de nouveautés","Aile Aasmae","(239) 555-0100","http://www.wingtiptoys.com/Bokeelia","Voiture de livraison","Bokeelia (Floride)"
"475","Jouets à bout d'aile","Jouets à bout d'aile (Cale, AR)","Boutique de nouveautés","Ava Edden","(479) 555-0100","http://www.wingtiptoys.com/Cale","Voiture de livraison","Cale (Arkansas)"
"476","Jouets à bout d'aile","Jouets à bout d'aile (Karthaus, Pennsylvanie)","Boutique de nouveautés","Manali Bose","(215) 555-0100","http://www.wingtiptoys.com/Karthaus","Voiture de livraison","Karthaus (Pennsylvanie)"
"477","Jouets à bout d'aile","Jouets à bout d'aile (Glancy, MS)","Boutique de nouveautés","Astrid Poisson","(228) 555-0100","http://www.wingtiptoys.com/Glancy","Voiture de livraison","Glancy (Mississippi)"
"478","Jouets à bout d'aile","Jouets Wingtip (Stoneboro, Pennsylvanie)","Boutique de nouveautés","Gi-Suk Heo","(215) 555-0100","http://www.wingtiptoys.com/Stoneboro","Voiture de livraison","Stoneboro (Pennsylvanie)"
"479","Jouets à bout d'aile","Jouets Wingtip (Mier, IN)","Boutique de nouveautés","Irma Kruze","(219) 555-0100","http://www.wingtiptoys.com/Mier","Voiture de livraison","Mier (Indiana)"
"480","Jouets à bout d'aile","Jouets à bout d'aile (Wapinitia, OR)","Boutique de nouveautés","Dhaeraemdranaadh Pamulaparthi","(458) 555-0100","http://www.wingtiptoys.com/Wapinitia","Voiture de livraison","Wapinitia (Oregon)"
"481","Jouets à bout d'aile","Jouets Wingtip (White Church, MO)","Boutique de nouveautés","Agrita Kalnina","(314) 555-0100","http://www.wingtiptoys.com/WhiteChurch","Voiture de livraison","Église blanche (Missouri)"
"482","Jouets à bout d'aile","Jouets Wingtip (Caton, New York)","Boutique de nouveautés","Ravindra Sandhu","(212) 555-0100","http://www.wingtiptoys.com/Caton","Voiture de livraison","Caton (New York)"
"483","Jouets à bout d'aile","Jouets Wingtip (Branche de Prune, SC)","Boutique de nouveautés","Klara Rakus","(803) 555-0100","http://www.wingtiptoys.com/PlumBranch","Voiture de livraison","Branche de Prunier (Caroline du Sud)"
"484","Jouets à bout d'aile","Jouets à bout d'aile (Mauldin, Caroline du Sud)","Boutique de nouveautés","Suis Lo","(803) 555-0100","http://www.wingtiptoys.com/Mauldin","Voiture de livraison","Mauldin (Caroline du Sud)"
"485","Jouets à bout d'aile","Jouets Wingtip (Bonner Springs, KS)","Boutique de nouveautés","Sophie Van Lier","(316) 555-0100","http://www.wingtiptoys.com/BonnerSprings","Voiture de livraison","Bonner Springs (Kansas)"
"486","Jouets à bout d'aile","Jouets Wingtip (Lowellville, Ohio)","Boutique de nouveautés","Dimitri Profis","(216) 555-0100","http://www.wingtiptoys.com/Lowellville","Voiture de livraison","Lowellville (Ohio)"
"487","Jouets à bout d'aile","Jouets à bout d'aile (Elverson, Pennsylvanie)","Boutique de nouveautés","Jan Zeman","(215) 555-0100","http://www.wingtiptoys.com/Elverson","Voiture de livraison","Elverson (Pennsylvanie)"
"488","Jouets à bout d'aile","Jouets à bout d'aile (Isabela, PR)","Boutique de nouveautés","Ranjit Dikshit","(787) 555-0100","http://www.wingtiptoys.com/Isabela","Voiture de livraison","Isabela (Porto Rico - Territoire des États-Unis)"
"489","Jouets à bout d'aile","Jouets à bout d'aile (Sayner, WI)","Boutique de nouveautés","Varuna Ganguly","(262) 555-0100","http://www.wingtiptoys.com/Sayner","Voiture de livraison","Sayner (Wisconsin)"
"490","Jouets à bout d'aile","Jouets à bout d'aile (Beals, ME)","Boutique de nouveautés","Basak Tekin","(207) 555-0100","http://www.wingtiptoys.com/Beals","Voiture de livraison","Beals (Maine)"
"491","Jouets à bout d'aile","Jouets Wingtip (Morton Grove, Illinois)","Boutique de nouveautés","Doru Tirlea","(217) 555-0100","http://www.wingtiptoys.com/MortonGrove","Voiture de livraison","Morton Grove (Illinois)"
"492","Jouets à bout d'aile","Jouets à bout d'aile (Oiseaux, Illinois)","Boutique de nouveautés","Jessica Perrine","(217) 555-0100","http://www.wingtiptoys.com/Birds","Voiture de livraison","Oiseaux (Illinois)"
"493","Jouets à bout d'aile","Jouets Wingtip (Federalsburg, MD)","Boutique de nouveautés","Yavuz Cetinkaya","(240) 555-0100","http://www.wingtiptoys.com/Federalsburg","Voiture de livraison","Federalsburg (Maryland)"
"494","Jouets à bout d'aile","Jouets Wingtip (Pikeview, CO)","Boutique de nouveautés","Sirirat Kongpaisarn","(303) 555-0100","http://www.wingtiptoys.com/Pikeview","Voiture de livraison","Pikeview (Colorado)"
"495","Jouets à bout d'aile","Jouets Wingtip (Boalsburg, Pennsylvanie)","Boutique de nouveautés","Claude Bonsaint","(215) 555-0100","http://www.wingtiptoys.com/Boalsburg","Voiture de livraison","Boalsburg (Pennsylvanie)"
"496","Jouets à bout d'aile","Jouets Wingtip (Port Hueneme, Californie)","Boutique de nouveautés","Romain Pajer","(209) 555-0100","http://www.wingtiptoys.com/PortHueneme","Voiture de livraison","Port Hueneme (Californie)"
"497","Jouets à bout d'aile","Jouets Wingtip (Verdery, Caroline du Sud)","Boutique de nouveautés","Vitezslav Saint","(803) 555-0100","http://www.wingtiptoys.com/Verdery","Voiture de livraison","Verdery (Caroline du Sud)"
"498","Jouets à bout d'aile","Jouets à bout d'aile (Obetz, OH)","Boutique de nouveautés","Devi Dewangan","(216) 555-0100","http://www.wingtiptoys.com/Obetz","Voiture de livraison","Obetz (Ohio)"
"499","Jouets à bout d'aile","Jouets Wingtip (East Fultonham, Ohio)","Boutique de nouveautés","Masa Buecek","(216) 555-0100","http://www.wingtiptoys.com/EastFultonham","Voiture de livraison","East Fultonham (Ohio)"
"500","Jouets à bout d'aile","Jouets Wingtip (Obion, Tennessee)","Boutique de nouveautés","Bipin Modi","(423) 555-0100","http://www.wingtiptoys.com/Obion","Voiture de livraison","Obion (Tennessee)"
"501","Jouets à bout d'aile","Jouets Wingtip (Cavendish, Vermont)","Boutique de nouveautés","Rahul Sarma","(802) 555-0100","http://www.wingtiptoys.com/Cavendish","Voiture de livraison","Cavendish (Vermont)"
"502","Jouets à bout d'aile","Jouets Wingtip (Miesville, Minnesota)","Boutique de nouveautés","Alexandre Escobar","(218) 555-0100","http://www.wingtiptoys.com/Miesville","Voiture de livraison","Miesville (Minnesota)"
"503","Jouets à bout d'aile","Jouets Wingtip (Valhalla, Caroline du Nord)","Boutique de nouveautés","Andris Vitols","(252) 555-0100","http://www.wingtiptoys.com/Valhalla","Voiture de livraison","Valhalla (Caroline du Nord)"
"504","Jouets à bout d'aile","Jouets Wingtip (Cape Neddick, ME)","Boutique de nouveautés","Mariela Weitzer","(207) 555-0100","http://www.wingtiptoys.com/CapeNeddick","Voiture de livraison","Cap Neddick (Maine)"
"505","Jouets à bout d'aile","Jouets à bout d'aile (Silver Plume, CO)","Boutique de nouveautés","Alain Pelland","(303) 555-0100","http://www.wingtiptoys.com/SilverPlume","Voiture de livraison","Plume d'argent (Colorado)"
"506","Jouets à bout d'aile","Jouets Wingtip (North Beach Haven, NJ)","Boutique de nouveautés","Milica Stojkovic","(201) 555-0100","http://www.wingtiptoys.com/NorthBeachHaven","Voiture de livraison","North Beach Haven (New Jersey)"
"507","Jouets à bout d'aile","Jouets Wingtip (Downingtown, Pennsylvanie)","Boutique de nouveautés","Nathalie Horackova","(215) 555-0100","http://www.wingtiptoys.com/Downingtown","Voiture de livraison","Downingtown (Pennsylvanie)"
"508","Jouets à bout d'aile","Jouets Wingtip (Branson West, MO)","Boutique de nouveautés","Baalaaditya Rallapalli","(314) 555-0100","http://www.wingtiptoys.com/BransonWest","Voiture de livraison","Branson Ouest (Missouri)"
"509","Jouets à bout d'aile","Jouets à bout d'aile (Bergen Park, CO)","Boutique de nouveautés","Matej Formanek","(303) 555-0100","http://www.wingtiptoys.com/BergenPark","Voiture de livraison","Parc Bergen (Colorado)"
"510","Jouets à bout d'aile","Jouets Wingtip (Grabill, IN)","Boutique de nouveautés","Manish Ghosh","(219) 555-0100","http://www.wingtiptoys.com/Grabill","Voiture de livraison","Grabill (Indiana)"
"511","Jouets à bout d'aile","Jouets Wingtip (North Manitou, Michigan)","Boutique de nouveautés","Pracha Nantakarn","(231) 555-0100","http://www.wingtiptoys.com/NorthManitou","Voiture de livraison","Manitou Nord (Michigan)"
"512","Jouets à bout d'aile","Jouets à bout d'aile (Philip, SD)","Boutique de nouveautés","Charline Flamand","(605) 555-0100","http://www.wingtiptoys.com/Philip","Voiture de livraison","Philippe (Dakota du Sud)"
"513","Jouets à bout d'aile","Jouets Wingtip (Straughn, IN)","Boutique de nouveautés","Théodore Vlad","(219) 555-0100","http://www.wingtiptoys.com/Straughn","Voiture de livraison","Straugn (Indiana)"
"514","Jouets à bout d'aile","Jouets Wingtip (Gilford, New Hampshire)","Boutique de nouveautés","Anda Liépa","(603) 555-0100","http://www.wingtiptoys.com/Gilford","Voiture de livraison","Gilford (New Hampshire)"
"515","Jouets à bout d'aile","Jouets Wingtip (Del Valle, Texas)","Boutique de nouveautés","Jelena Utjesenovic","(210) 555-0100","http://www.wingtiptoys.com/DelValle","Voiture de livraison","Del Valle (Texas)"
"516","Jouets à bout d'aile","Jouets Wingtip (Harkers Island, Caroline du Nord)","Boutique de nouveautés","Adriana Horackova","(252) 555-0100","http://www.wingtiptoys.com/HarkersIsland","Voiture de livraison","Île Harkers (Caroline du Nord)"
"517","Jouets à bout d'aile","Jouets Wingtip (lécher, MO)","Boutique de nouveautés","Miika Putkonen","(314) 555-0100","http://www.wingtiptoys.com/Licking","Voiture de livraison","Lécher (Missouri)"
"518","Jouets à bout d'aile","Jouets Wingtip (Raton, Nouveau-Mexique)","Boutique de nouveautés","Padma Iyer","(505) 555-0100","http://www.wingtiptoys.com/Raton","Voiture de livraison","Raton (Nouveau Mexique)"
"519","Jouets à bout d'aile","Jouets à bout d'aile (Boynton, OK)","Boutique de nouveautés","Ašani Sen","(405) 555-0100","http://www.wingtiptoys.com/Boynton","Voiture de livraison","Boynton (Oklahoma)"
"520","Jouets à bout d'aile","Jouets Wingtip (Frenchburg, Kentucky)","Boutique de nouveautés","Hélène Dupuy","(270) 555-0100","http://www.wingtiptoys.com/Frenchburg","Voiture de livraison","Frenchburg (Kentucky)"
"521","Jouets à bout d'aile","Jouets Wingtip (Robertsdale, AL)","Boutique de nouveautés","omer ozbek","(205) 555-0100","http://www.wingtiptoys.com/Robertsdale","Voiture de livraison","Robertsdale (Alabama)"
"522","Jouets à bout d'aile","Jouets à bout d'aile (Dickerson, MD)","Boutique de nouveautés","Akshayakeerti Jandhyala","(240) 555-0100","http://www.wingtiptoys.com/Dickerson","Voiture de livraison","Dickerson (Maryland)"
"523","Jouets à bout d'aile","Jouets Wingtip (Bruceton Mills, Virginie-Occidentale)","Boutique de nouveautés","Ankolika Sen","(304) 555-0100","http://www.wingtiptoys.com/BrucetonMills","Voiture de livraison","Bruceton Mills (Virginie occidentale)"
"524","Jouets à bout d'aile","Jouets à bout d'aile (Cloquet, MN)","Boutique de nouveautés","Baalaamani Veturi","(218) 555-0100","http://www.wingtiptoys.com/Cloquet","Voiture de livraison","Cloquet (Minnesota)"
"525","Jouets à bout d'aile","Jouets à bout d'aile (Claycomo, MO)","Boutique de nouveautés","Julia Konecna","(314) 555-0100","http://www.wingtiptoys.com/Claycomo","Voiture de livraison","Claycomo (Missouri)"
"526","Jouets à bout d'aile","Jouets Wingtip (Beekmantown, New York)","Boutique de nouveautés","Madeleine Paulet","(212) 555-0100","http://www.wingtiptoys.com/Beekmantown","Voiture de livraison","Beekmantown (État de New York)"
"527","Jouets à bout d'aile","Jouets Wingtip (Islip Terrace, NY)","Boutique de nouveautés","Mario Jogi","(212) 555-0100","http://www.wingtiptoys.com/IslipTerrace","Voiture de livraison","Terrasse Islip (New York)"
"528","Jouets à bout d'aile","Jouets Wingtip (Rich Creek, Virginie)","Boutique de nouveautés","Kaya Ozbek","(276) 555-0100","http://www.wingtiptoys.com/RichCreek","Voiture de livraison","Rich Creek (Virginie)"
"529","Jouets à bout d'aile","Jouets Wingtip (Griswoldville, Géorgie)","Boutique de nouveautés","Jante Seo-yeon","(229) 555-0100","http://www.wingtiptoys.com/Griswoldville","Voiture de livraison","Griswoldville (Géorgie)"
"530","Jouets à bout d'aile","Jouets Wingtip (East Mountain, Texas)","Boutique de nouveautés","Sitara Benjarée","(210) 555-0100","http://www.wingtiptoys.com/EastMountain","Voiture de livraison","Montagne Est (Texas)"
"531","Jouets à bout d'aile","Jouets à bout d'aile (Omer, MI)","Boutique de nouveautés","Javier Caraballo","(231) 555-0100","http://www.wingtiptoys.com/Omer","Voiture de livraison","Omer (Michigan)"
"532","Jouets à bout d'aile","Jouets Wingtip (Waycross, Géorgie)","Boutique de nouveautés","Akhtar Shahrestaani","(229) 555-0100","http://www.wingtiptoys.com/Waycross","Voiture de livraison","Waycross (Géorgie)"
"533","Jouets à bout d'aile","Jouets à bout d'aile (Nichols Hills, OK)","Boutique de nouveautés","Vanita Bhowmick","(405) 555-0100","http://www.wingtiptoys.com/NicholsHills","Voiture de livraison","Nichols Hills (Oklahoma)"
"534","Jouets à bout d'aile","Jouets à bout d'aile (Plaquemine, LA)","Boutique de nouveautés","Nishant Menon","(225) 555-0100","http://www.wingtiptoys.com/Plaquemine","Voiture de livraison","Plaquemine (Louisiane)"
"535","Jouets à bout d'aile","Jouets à bout d'aile (Triadelphia, Virginie-Occidentale)","Boutique de nouveautés","Joseph Benda","(304) 555-0100","http://www.wingtiptoys.com/Triadelphia","Voiture de livraison","Triadelphia (Virginie occidentale)"
"536","Jouets à bout d'aile","Jouets à bout d'aile (Ferney, SD)","Boutique de nouveautés","Thérèse Bender","(605) 555-0100","http://www.wingtiptoys.com/Ferney","Voiture de livraison","Ferney (Dakota du Sud)"
"537","Jouets à bout d'aile","Jouets à bout d'aile (Akhiok, AK)","Boutique de nouveautés","Deepesh Bose","(907) 555-0100","http://www.wingtiptoys.com/Akhiok","Voiture de livraison","Akhiok (Alaska)"
"538","Jouets à bout d'aile","Jouets à bout d'aile (Deeson, MS)","Boutique de nouveautés","Madhavi Gupta","(228) 555-0100","http://www.wingtiptoys.com/Deeson","Voiture de livraison","Deeson (Mississippi)"
"539","Jouets à bout d'aile","Jouets à bout d'aile (Nuangola, Pennsylvanie)","Boutique de nouveautés","Bich Banh","(215) 555-0100","http://www.wingtiptoys.com/Nuangola","Voiture de livraison","Nuangola (Pennsylvanie)"
"540","Jouets à bout d'aile","Jouets à bout d'aile (Weld, ME)","Boutique de nouveautés","Ašani Nair","(207) 555-0100","http://www.wingtiptoys.com/Weld","Voiture de livraison","Soudure (Maine)"
"541","Jouets à bout d'aile","Jouets Wingtip (Mickleton, New Jersey)","Boutique de nouveautés","Angelina Gormanston","(201) 555-0100","http://www.wingtiptoys.com/Mickleton","Voiture de livraison","Mickleton (New Jersey)"
"542","Jouets à bout d'aile","Jouets Wingtip (Schererville, IN)","Boutique de nouveautés","Prasert Supitayaporn","(219) 555-0100","http://www.wingtiptoys.com/Schererville","Voiture de livraison","Schererville (Indiana)"
"543","Jouets à bout d'aile","Jouets Wingtip (Lexington Heights, MI)","Boutique de nouveautés","Abhaya Rambhatla","(231) 555-0100","http://www.wingtiptoys.com/LexingtonHeights","Voiture de livraison","Lexington Heights (Michigan)"
"544","Jouets à bout d'aile","Jouets Wingtip (Broomtown, AL)","Boutique de nouveautés","Lalit Ogra","(205) 555-0100","http://www.wingtiptoys.com/Broomtown","Voiture de livraison","Broomtown (Alabama)"
"545","Jouets à bout d'aile","Jouets Wingtip (Jamison, IA)","Boutique de nouveautés","Mina Bagheri","(319) 555-0100","http://www.wingtiptoys.com/Jamison","Voiture de livraison","Jamison (Iowa)"
"546","Jouets à bout d'aile","Jouets Wingtip (Key Biscayne, Floride)","Boutique de nouveautés","Debraj Sanyal","(239) 555-0100","http://www.wingtiptoys.com/KeyBiscayne","Voiture de livraison","Key Biscayne (Floride)"
"547","Jouets à bout d'aile","Jouets à bout d'aile (Chaseley, ND)","Boutique de nouveautés","Marco Costa","(701) 555-0100","http://www.wingtiptoys.com/Chaseley","Voiture de livraison","Chaseley (Dakota du Nord)"
"548","Jouets à bout d'aile","Jouets Wingtip (Indian Creek, Illinois)","Boutique de nouveautés","Crina Nechita","(217) 555-0100","http://www.wingtiptoys.com/IndianCreek","Voiture de livraison","Indian Creek (Illinois)"
"549","Jouets à bout d'aile","Jouets Wingtip (Lac Ronkonkoma, NY)","Boutique de nouveautés","Zala Ibrahimagic","(212) 555-0100","http://www.wingtiptoys.com/LakeRonkonkoma","Voiture de livraison","Lac Ronkonkoma (New York)"
"550","Jouets à bout d'aile","Jouets à bout d'aile (Morrison Bluff, AR)","Boutique de nouveautés","Gundega Kundzina","(479) 555-0100","http://www.wingtiptoys.com/MorrisonBluff","Voiture de livraison","Morrison Bluff (Arkansas)"
"551","Jouets à bout d'aile","Jouets Wingtip (Huntingburg, Indiana)","Boutique de nouveautés","Parveen Haldar","(219) 555-0100","http://www.wingtiptoys.com/Huntingburg","Voiture de livraison","Huntingburg (Indiana)"
"552","Jouets à bout d'aile","Jouets à bout d'aile (Shay, Pennsylvanie)","Boutique de nouveautés","Noël Cartier","(215) 555-0100","http://www.wingtiptoys.com/Shay","Voiture de livraison","Shay (Pennsylvanie)"
"553","Jouets à bout d'aile","Jouets à bout d'aile (Helotes, TX)","Boutique de nouveautés","Ilgonis Dzenis","(210) 555-0100","http://www.wingtiptoys.com/Helotes","Voiture de livraison","Ilotes (Texas)"
"554","Jouets à bout d'aile","Wingtip Toys (Hollandsburg, IN)","Boutique de nouveautés","Ondrej Tomek","(219) 555-0100","http://www.wingtiptoys.com/Hollandsburg","Voiture de livraison","Hollandsburg (Indiana)"
"555","Jouets à bout d'aile","Jouets Wingtip (Liberty Grove, MD)","Boutique de nouveautés","Mohini Kaul","(240) 555-0100","http://www.wingtiptoys.com/LibertyGrove","Voiture de livraison","Liberty Grove (Maryland)"
"556","Jouets à bout d'aile","Jouets à bout d'aile (Morita, Texas)","Boutique de nouveautés","Arnab Malakar","(210) 555-0100","http://www.wingtiptoys.com/Morita","Voiture de livraison","Morita (Texas)"
"557","Jouets à bout d'aile","Jouets Wingtip (New Laguna, Nouveau-Mexique)","Boutique de nouveautés","Marie Barney","(505) 555-0100","http://www.wingtiptoys.com/NewLaguna","Voiture de livraison","New Laguna (Nouveau Mexique)"
"558","Jouets à bout d'aile","Jouets Wingtip (Bourneville, Ohio)","Boutique de nouveautés","Dhaeraemdranaadh Allu","(216) 555-0100","http://www.wingtiptoys.com/Bourneville","Voiture de livraison","Bourneville (Ohio)"
"559","Jouets à bout d'aile","Jouets Wingtip (Mendoza, Texas)","Boutique de nouveautés","Paola Grèce","(210) 555-0100","http://www.wingtiptoys.com/Mendoza","Voiture de livraison","Mendoza (Texas)"
"560","Jouets à bout d'aile","Jouets Wingtip (Palmas del Mar, PR)","Boutique de nouveautés","Flora Olofsson","(787) 555-0100","http://www.wingtiptoys.com/PalmasdelMar","Voiture de livraison","Palmas del Mar (Porto Rico - Territoire des États-Unis)"
"561","Jouets à bout d'aile","Jouets à bout d'aile (Marion Junction, AL)","Boutique de nouveautés","Nguyet Bach","(205) 555-0100","http://www.wingtiptoys.com/MarionJunction","Voiture de livraison","Marion Junction (Alabama)"
"562","Jouets à bout d'aile","Jouets à bout d'aile (Ware Shoals, SC)","Boutique de nouveautés","Jyoti Karnik","(803) 555-0100","http://www.wingtiptoys.com/WareShoals","Voiture de livraison","Ware Shoals (Caroline du Sud)"
"563","Jouets à bout d'aile","Jouets à bout d'aile (Lostine, OR)","Boutique de nouveautés","Samuel Almaraz","(458) 555-0100","http://www.wingtiptoys.com/Lostine","Voiture de livraison","Lostine (Oregon)"
"564","Jouets à bout d'aile","Jouets Wingtip (Tilleda, WI)","Boutique de nouveautés","Zuzana Kuchtova","(262) 555-0100","http://www.wingtiptoys.com/Tilleda","Voiture de livraison","Tilléda (Wisconsin)"
"565","Jouets à bout d'aile","Jouets à bout d'aile (Wapiti, Wyoming)","Boutique de nouveautés","Marc Ruutel","(307) 555-0100","http://www.wingtiptoys.com/Wapiti","Voiture de livraison","Wapiti (Wyoming)"
"566","Jouets à bout d'aile","Jouets à bout d'aile (Amado, Arizona)","Boutique de nouveautés","Corneliu Vladu","(480) 555-0100","http://www.wingtiptoys.com/Amado","Voiture de livraison","Amado (Arizona)"
"567","Jouets à bout d'aile","Jouets Wingtip (Jeromesville, OH)","Boutique de nouveautés","Séverins Polis","(216) 555-0100","http://www.wingtiptoys.com/Jeromesville","Voiture de livraison","Jérômesville (Ohio)"
"568","Jouets à bout d'aile","Jouets Wingtip (Ovilla, Texas)","Boutique de nouveautés","Linda Ledezma","(210) 555-0100","http://www.wingtiptoys.com/Ovilla","Voiture de livraison","Ovilla (Texas)"
"569","Jouets à bout d'aile","Jouets Wingtip (West Frostproof, FL)","Boutique de nouveautés","Halit Gunes","(239) 555-0100","http://www.wingtiptoys.com/WestFrostproof","Voiture de livraison","West Frostproof (Floride)"
"570","Jouets à bout d'aile","Jouets à bout d'aile (Flomaton, AL)","Boutique de nouveautés","Vallo Vesik","(205) 555-0100","http://www.wingtiptoys.com/Flomaton","Voiture de livraison","Flomaton (Alabama)"
"571","Jouets à bout d'aile","Jouets à bout d'aile (Pawlet, VT)","Boutique de nouveautés","Dana Mrazova","(802) 555-0100","http://www.wingtiptoys.com/Pawlet","Voiture de livraison","Pawlet (Vermont)"
"572","Jouets à bout d'aile","Jouets à bout d'aile (Trout Run, PA)","Boutique de nouveautés","Ema Slosar","(215) 555-0100","http://www.wingtiptoys.com/TroutRun","Voiture de livraison","Trout Run (Pennsylvanie)"
"573","Jouets à bout d'aile","Jouets Wingtip (Marin City, Californie)","Boutique de nouveautés","Hemchandra Debnath","(209) 555-0100","http://www.wingtiptoys.com/MarinCity","Voiture de livraison","Marin City (Californie)"
"574","Jouets à bout d'aile","Jouets à bout d'aile (Molalla, OR)","Boutique de nouveautés","Monika Valentova","(458) 555-0100","http://www.wingtiptoys.com/Molalla","Voiture de livraison","Molalla (Oregon)"
"575","Jouets à bout d'aile","Jouets Wingtip (Trumansburg, État de New York)","Boutique de nouveautés","Dattaatraeya Tottempudi","(212) 555-0100","http://www.wingtiptoys.com/Trumansburg","Voiture de livraison","Trumansburg (État de New York)"
"576","Jouets à bout d'aile","Jouets Wingtip (Goodings Grove, Illinois)","Boutique de nouveautés","Kahkushan Shakiba","(217) 555-0100","http://www.wingtiptoys.com/GoodingsGrove","Voiture de livraison","Goodings Grove (Illinois)"
"577","Jouets à bout d'aile","Jouets Wingtip (Cherryplain, État de New York)","Boutique de nouveautés","Taner YÄ±lmaz","(212) 555-0100","http://www.wingtiptoys.com/Cherryplain","Voiture de livraison","Cherryplain (New York)"
"578","Jouets à bout d'aile","Jouets à bout d'aile (Bell Acres, Pennsylvanie)","Boutique de nouveautés","Abhra Thakur","(215) 555-0100","http://www.wingtiptoys.com/BellAcres","Voiture de livraison","Bell Acres (Pennsylvanie)"
"579","Jouets à bout d'aile","Jouets Wingtip (Connoquenessing, PA)","Boutique de nouveautés","Dunja Radoncis","(215) 555-0100","http://www.wingtiptoys.com/Connoquenessing","Voiture de livraison","Connoquenessing (Pennsylvanie)"
"580","Jouets à bout d'aile","Jouets Wingtip (Sarversville, Pennsylvanie)","Boutique de nouveautés","Darakhshan Javahérien","(215) 555-0100","http://www.wingtiptoys.com/Sarversville","Voiture de livraison","Sarversville (Pennsylvanie)"
"581","Jouets à bout d'aile","Jouets Wingtip (Munich, ND)","Boutique de nouveautés","Youssef Eriksson","(701) 555-0100","http://www.wingtiptoys.com/Munich","Voiture de livraison","Munich (Dakota du Nord)"
"582","Jouets à bout d'aile","Jouets Wingtip (Montoya, Nouveau-Mexique)","Boutique de nouveautés","Pavel Bohuslav","(505) 555-0100","http://www.wingtiptoys.com/Montoya","Voiture de livraison","Montoya (Nouveau Mexique)"
"583","Jouets à bout d'aile","Jouets Wingtip (Knights Landing, Californie)","Boutique de nouveautés","Jiri Vacha","(209) 555-0100","http://www.wingtiptoys.com/KnightsLanding","Voiture de livraison","Knights Landing (Californie)"
"584","Jouets à bout d'aile","Jouets à bout d'aile (Cache, OK)","Boutique de nouveautés","Magdalena Cervenkova","(405) 555-0100","http://www.wingtiptoys.com/Cache","Voiture de livraison","Cache (Oklahoma)"
